v1,city_id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent
3666,429021,神农架林区,2007,4.5590892,7.5953159,9.806612,2525,420000,,7.6316609,4.5439692,9.8190689,7.6762586,11,4,24,3,2,18,1.0011426,1.2135859,1.0750389,2.5288064,0,82493.992,,,,,,,94.063416,2062.4729,.95638216,,,11.32048,0
3667,429021,神农架林区,2008,4.6279783,7.6997094,9.8938274,2896,420000,,7.536211,4.626255,9.8942947,7.5892568,11,4,24,3,2,18,.99924725,1.2073337,1.0736985,2.51159,0,82859.5,,,,,,,102.13087,1874.7133,.94833642,,,11.324902,0
3668,429021,神农架林区,2009,4.6950321,7.7995009,9.9766865,3267,420000,,7.672163,4.700604,10.016614,7.7221174,11,4,24,3,2,18,.99733216,1.201363,1.0724283,2.5453217,0,83402.688,,,,,,,110.0136,2147.7219,.95127261,,,11.331436,0
3669,429021,神农架林区,2010,4.7598042,7.8940063,10.05447,3638,420000,,8.1632471,4.8000965,10.234146,8.1972876,11,4,24,3,2,18,.99538493,1.1956658,1.0712312,2.593904,0,82865.641,,,,,,,121.52215,3509.564,.96653283,,,11.324976,0
3670,429021,神农架林区,2011,4.8218627,7.9822206,10.126561,4009,420000,,8.1771564,4.8931894,10.267777,8.2139502,11,4,24,3,2,18,.99339205,1.1901697,1.0701126,2.8571897,0,83260.328,,,,,,,133.3783,3558.7209,.9638747,,,11.329727,0
3671,429021,神农架林区,2012,4.8808751,8.0638151,10.192791,4380,420000,,8.233923,4.9849639,10.357191,8.2720032,11,4,24,3,2,18,.99136269,1.1848621,1.0690763,2.8952723,0,77625.227,,,,,,,146.1983,3766.5811,.9626357,,,11.259647,0
3672,429021,神农架林区,2013,4.9366889,8.1389446,10.253344,4751,420000,,8.256423,5.0401163,10.321417,8.295743,11,4,24,3,2,18,.98930943,1.1797429,1.0681205,2.8931243,0,77986.75,,,,,,,154.48798,3852.2898,.96144336,,,11.264295,0
3673,429021,神农架林区,2014,4.9894109,8.2081928,10.308816,5122,420000,,8.2719412,5.0472713,10.36052,8.3109398,11,4,24,3,2,18,.98725271,1.1748141,1.0672362,2.904731,0,78323.773,,,,,,,155.59731,3912.5366,.96175218,,,11.268606,0
3674,429021,神农架林区,2015,5.0394063,8.2724361,10.359972,5493,420000,,8.2720604,5.0862675,10.369791,8.3125744,11,4,24,3,2,18,.98520446,1.1700722,1.066412,2.8811162,0,79008.594,,,,,,,161.78487,3913.0029,.96029615,,,11.277312,0
3675,429021,神农架林区,2016,5.0871854,8.3327084,10.407707,5864,420000,,8.2944841,5.1033077,10.383805,8.3347845,11,4,24,3,2,18,.98317087,1.1655055,1.0656345,2.8070743,0,79361.391,,,,,,,164.56534,4001.7383,.9605009,,,11.281767,0
3676,429021,神农架林区,2017,5.1333752,8.3900442,10.452941,6235,420000,,8.3617439,5.0656681,10.408237,8.3981028,11,4,24,3,2,18,.98115587,1.1610945,1.0648928,2.7679265,0,78981.984,,,,,,,158.4863,4280.1523,.96429396,,,11.276975,0
3677,429021,神农架林区,2018,5.1786442,8.4453821,10.496533,6606,420000,,8.3844986,5.0963655,10.428434,8.4211426,11,4,24,3,2,18,.97916329,1.1568173,1.064177,2.7941003,0,79299.289,,,,,,,163.42685,4378.6626,.96401948,,,11.280985,0
3678,429021,神农架林区,2019,5.2234898,8.4995918,10.539232,6977,420000,,8.3787479,5.1585836,10.434575,8.4179192,11,4,24,3,2,18,.97719592,1.1526564,1.0634793,2.6550484,0,79583.945,,,,,,,173.91795,4353.5547,.96158606,,,11.284568,0
3679,429021,神农架林区,2020,5.2682052,8.5533867,10.581615,7348,420000,,8.3879147,5.2160521,10.455201,8.4289846,11,4,24,3,2,18,.9752543,1.1485925,1.0627944,2.6091242,0,79756.461,,,,,,,184.20552,4393.646,.95976156,,,11.286733,0
3680,430100,长沙市,2001,4.6535797,7.0489259,9.8712931,133,430000,Hunan (province),6.9282842,4.6286802,9.7531786,7.0238657,1,2,8,1,1,7,1.0824381,1.2816226,1.2226393,6.8385358,1923585,6381709,2.1300001,34.93,62.939999,-1.0700001,97.870003,1.0700001,102.37886,1020.741,.90884423,-109.54539,1092.193,15.668946,.30142161
3681,430100,长沙市,2002,4.72685,7.1829824,9.9957876,504,430000,Hunan (province),7.0392847,4.6983528,9.8557644,7.1311688,1,2,8,1,1,7,1.0824995,1.2761647,1.2184386,6.9171052,2113710,6426828,.38,36.939999,62.669998,-1.75,99.610001,1.74,109.76622,1140.5714,.91221076,-192.09088,1984.5942,15.675992,.32888854
3682,430100,长沙市,2003,4.8000584,7.3167372,10.119988,875,430000,Hunan (province),7.2652798,4.7486329,10.06159,7.3429165,1,2,8,1,1,7,1.0825433,1.2709389,1.2143975,6.9740257,2588191,6599215,.47999999,37.150002,62.369999,.1,99.519997,-.090000004,115.42638,1429.7855,.9253006,11.542638,-128.68069,15.702461,.3921968
3683,430100,长沙市,2004,4.8730707,7.4495301,10.243247,1246,430000,Hunan (province),7.4447894,4.8736434,10.260845,7.518456,1,2,8,1,1,7,1.0825377,1.2658994,1.2105144,7.0006847,2721527,6658304,.41999999,39.34,60.240002,-.059999999,99.580002,.059999999,130.7966,1710.9249,.92898136,-7.847796,102.65549,15.711375,.40874177
3684,430100,长沙市,2005,4.9456253,7.5805702,10.364775,1617,430000,Hunan (province),7.6258578,4.9338098,10.421005,7.6914039,1,2,8,1,1,7,1.0824624,1.2610203,1.2067896,7.0390387,2736653,6696547,.41,42.470001,57.119999,-.0099999998,99.589996,.0099999998,138.90771,2050.5388,.9365558,-1.3890771,20.505388,15.717103,.40866628
3685,430100,长沙市,2006,5.0174618,7.7090578,10.483823,1988,430000,Hunan (province),7.7811246,4.984549,10.559378,7.840354,1,2,8,1,1,7,1.0823151,1.2563003,1.2032244,7.0633812,2928631,6740941.5,.34,42.099998,57.560001,-.07,99.660004,.07,146.13766,2394.9666,.94249046,-10.229636,167.64766,15.72371,.43445429
3686,430100,长沙市,2007,5.0882893,7.8343034,10.599785,2359,430000,Hunan (province),7.901474,5.0667644,10.668012,7.9585495,1,2,8,1,1,7,1.0821165,1.2517715,1.199825,7.042335,2976832,6777441.5,.22,43.98,55.799999,-.12,99.779999,.12,158.66013,2701.261,.94452292,-19.039215,324.15131,15.72911,.43922651
3687,430100,长沙市,2008,5.1577358,7.9558001,10.712243,2730,430000,Hunan (province),7.9904585,5.1476817,10.743171,8.0470877,1,2,8,1,1,7,1.0819049,1.2474893,1.1966031,7.017519,2997411,6819742.5,.2,43.529999,56.27,-.02,99.800003,.02,172.03221,2952.6504,.94494408,-3.4406443,59.053005,15.735332,.43951967
3688,430100,长沙市,2009,5.2253752,8.0732069,10.820951,3101,430000,Hunan (province),8.003027,5.2240229,10.744421,8.0632753,1,2,8,1,1,7,1.08173,1.243522,1.193568,6.9881773,3024131,6864001,.0099999998,44.98,55.009998,-.19,99.989998,.19,185.67964,2989.9949,.94153064,-35.279133,568.099,15.741801,.44057846
3689,430100,长沙市,2010,5.2907557,8.1862717,10.925735,3472,430000,Hunan (province),8.2423553,5.3262343,10.967818,8.295084,1,2,8,1,1,7,1.0816395,1.2399338,1.190726,6.9592037,3034201,6819767.5,.050000001,45.32,54.630001,.039999999,99.949997,-.039999999,205.66206,3798.4766,.9486376,8.2264824,-151.93906,15.735336,.44491267
3690,430100,长沙市,2011,5.3534231,8.2945642,11.026238,3843,430000,Hunan (province),8.395318,5.436131,11.112827,8.445879,1,2,8,1,1,7,1.0816483,1.2367409,1.1880815,6.9610558,3052614,6786464.5,.12,48.099998,51.779999,.07,99.879997,-.07,229.55232,4426.2944,.95069593,16.068663,-309.84061,15.730441,.44980916
3691,430100,长沙市,2012,5.4130111,8.3977966,11.122203,4214,430000,Hunan (province),8.4449062,5.5207181,11.150039,8.4972219,1,2,8,1,1,7,1.0817584,1.233936,1.185632,6.9722252,3568172,7098771.5,.059999999,46.939999,53,-.059999999,99.940002,.059999999,249.81436,4651.3193,.94902927,-14.988861,279.07916,15.775433,.50264639
3692,430100,长沙市,2013,5.4693599,8.4959316,11.213589,4585,430000,Hunan (province),8.6458292,5.5713549,11.359779,8.6910067,1,2,8,1,1,7,1.0819601,1.2314883,1.1833711,6.9971027,3630613,7132223,.090000004,47.299999,52.610001,.029999999,99.910004,-.029999999,262.78992,5686.3804,.95582747,7.8836975,-170.5914,15.780133,.50904369
3693,430100,长沙市,2014,5.5225797,8.5890512,11.300426,4956,430000,Hunan (province),8.693244,5.5818033,11.408792,8.7368174,1,2,8,1,1,7,1.0822171,1.2293252,1.1812811,6.9941392,3700826,7165078.5,.07,47.990002,51.939999,-.02,99.93,.02,265.55005,5962.4932,.95736217,-5.3110008,119.24986,15.78473,.51650876
3694,430100,长沙市,2015,5.5730362,8.6776104,11.383111,5327,430000,Hunan (province),8.7343464,5.6209993,11.439611,8.7778387,1,2,8,1,1,7,1.0825021,1.227381,1.1793358,7.0307279,3734578,7227404.5,.079999998,48.02,51.900002,.0099999998,99.919998,-.0099999998,276.16522,6212.6724,.95743996,2.7616522,-62.12672,15.79339,.51672465
3695,430100,长沙市,2016,5.6212411,8.7623262,11.462309,5698,430000,Hunan (province),8.7749462,5.6363716,11.47663,8.817378,1,2,8,1,1,7,1.0827944,1.2255967,1.1775055,7.0733929,3753041,7259410.5,.079999998,44.299999,55.619999,0,99.919998,-1.4210855e-14,280.4433,6470.0957,.95845616,0,-9.1945590e-11,15.79781,.51698977
3696,430100,长沙市,2017,5.6678286,8.8440552,11.538828,6069,430000,Hunan (province),8.8277817,5.6043272,11.513159,8.866827,1,2,8,1,1,7,1.0830816,1.2239249,1.1757625,7.1600704,3447615,7283354.5,.11,46.23,53.650002,.029999999,99.879997,-.039999999,271.59912,6821.1387,.96170741,8.1479731,-272.84555,15.801102,.47335538
3697,430100,长沙市,2018,5.7134686,8.9236889,11.613511,6440,430000,Hunan (province),8.8837738,5.6310658,11.561283,8.9217138,1,2,8,1,1,7,1.08336,1.222334,1.17408,7.1961236,3471845,7311793,.090000004,42.139999,57.77,-.02,99.910004,.029999999,278.95929,7213.9634,.96277028,-5.5791855,216.4189,15.804999,.47482812
3698,430100,长沙市,2019,5.7586732,9.0020752,11.687138,6811,430000,Hunan (province),8.9016247,5.6879935,11.590793,8.9410477,1,2,8,1,1,7,1.0836295,1.2207998,1.1724402,7.1453371,3493836,7337933,.07,36.220001,63.709999,-.02,99.93,.02,295.30051,7343.8955,.961344,-5.9060102,146.87791,15.808568,.47613353
3699,430100,长沙市,2020,5.8037486,9.0799627,11.760356,7182,430000,Hunan (province),8.880743,5.7520351,11.59724,8.9235859,1,2,8,1,1,7,1.0838928,1.2193037,1.1708336,7.144331,3669718,7370288.5,,,,,,,314.83072,7192.1328,.95806152,,,15.812967,.49790695
3700,430200,株洲市,2001,4.1374598,5.8729334,9.3407402,134,430000,Hunan (province),5.7673893,4.1203537,9.251215,5.943542,3,4,22,2,2,17,1.0242602,1.0678059,1.0870386,6.0438504,527389,3837078.3,2.1600001,50.400002,47.450001,.16,97.849998,-.050000001,61.58102,319.702,.83849001,9.8529634,-15.9851,15.160222,.13744546
3701,430200,株洲市,2002,4.2100158,5.9990401,9.4551878,505,430000,Hunan (province),5.8930364,4.1798844,9.3562708,6.0588021,3,4,22,2,2,17,1.023955,1.0658195,1.0852144,6.0526586,621599,3859345,2.25,49.599998,48.16,.090000004,97.760002,-.090000004,65.358299,362.5043,.84724468,5.882247,-32.625389,15.166008,.16106334
3702,430200,株洲市,2003,4.2825289,6.1248832,9.5694113,876,430000,Hunan (province),6.1450748,4.2319183,9.5779324,6.2827597,3,4,22,2,2,17,1.0236475,1.0639104,1.0834644,6.0650849,554639,3598642.5,1.5700001,49.950001,48.48,-.68000001,98.43,.67000002,68.849182,466.41455,.87137336,-46.817444,312.49774,15.096067,.15412451
3703,430200,株洲市,2004,4.3548813,6.2499332,9.6829405,1247,430000,Hunan (province),6.2823453,4.3517957,9.729146,6.4178095,3,4,22,2,2,17,1.0233228,1.0620518,1.0817916,6.0520525,611236,3632699.3,1.52,49.959999,48.52,-.050000001,98.480003,.050000001,77.617714,535.04205,.87331027,-3.8808858,26.752104,15.105487,.16825946
3704,430200,株洲市,2005,4.4268284,6.3737121,9.7953243,1618,430000,Hunan (province),6.3905282,4.4150667,9.8142071,6.5204129,3,4,22,2,2,17,1.0229909,1.0602607,1.0801972,6.0803819,614737,3653576.8,1.3,55.610001,43.09,-.22,98.699997,.22,82.687355,596.17139,.87819654,-18.191217,131.1577,15.111217,.16825622
3705,430200,株洲市,2006,4.4981174,6.4958229,9.906229,1989,430000,Hunan (province),6.4199548,4.4629598,9.8283825,6.5521073,3,4,22,2,2,17,1.0226862,1.0585865,1.0786817,6.0787859,692544,3677216.5,1.23,55,43.77,-.07,98.769997,.07,86.743874,613.97534,.87620735,-6.0720711,42.978275,15.117666,.18833376
3706,430200,株洲市,2007,4.5684667,6.6159096,10.015368,2360,430000,Hunan (province),6.6779089,4.5489936,10.072327,6.7903142,3,4,22,2,2,17,1.0224543,1.0570955,1.0772501,6.0598969,723570,3701680,1.2,53.790001,45.02,-.029999999,98.809998,.039999999,94.537216,794.65564,.893682,-2.8361163,31.786224,15.124297,.19547071
3707,430200,株洲市,2008,4.637507,6.7334275,10.122259,2731,430000,Hunan (province),6.8080244,4.626503,10.192611,6.9149666,3,4,22,2,2,17,1.0223182,1.0558182,1.0759091,6.0735126,730266,3724135.3,1.33,53.43,45.240002,.13,98.669998,-.14,102.1562,905.08099,.89857781,13.280305,-126.71134,15.130345,.19609009
3708,430200,株洲市,2009,4.7048197,6.8479867,10.226563,3102,430000,Hunan (province),6.7221708,4.7007523,10.113524,6.8465695,3,4,22,2,2,17,1.0223114,1.0548005,1.074664,6.1404085,735369,3748176.8,.44999999,54.16,45.389999,-.88,99.550003,.88,110.02991,830.61871,.88302761,-96.826324,730.94446,15.13678,.19619378
3709,430200,株洲市,2010,4.7699594,6.9593835,10.328116,3473,430000,Hunan (province),6.9716592,4.8024812,10.330661,7.0798602,3,4,22,2,2,17,1.0224757,1.0541031,1.0735168,6.1820512,744349,3724221.3,.28,54.830002,44.889999,-.17,99.720001,.17,121.81228,1065.99,.89744735,-20.708088,181.21831,15.130368,.19986703
3710,430200,株洲市,2011,4.8324695,7.0671,10.426474,3844,430000,Hunan (province),7.1775007,4.9117546,10.521644,7.2762165,3,4,22,2,2,17,1.0228127,1.0537229,1.0724666,6.2522759,792199,3774464.3,.25,58.880001,40.880001,-.029999999,99.760002,.039999999,135.87762,1309.631,.90600014,-4.0763288,52.385239,15.143769,.20988382
3711,430200,株洲市,2012,4.8919759,7.1706491,10.521194,4215,430000,Hunan (province),7.2433572,5.0017252,10.580442,7.3443646,3,4,22,2,2,17,1.0233036,1.0536242,1.0715077,6.3616195,1225814,3893954.8,.19,58.5,41.310001,-.059999999,99.809998,.050000001,148.66942,1398.7821,.90392631,-8.9201651,69.93911,15.174936,.31479925
3712,430200,株洲市,2013,4.9483013,7.2698188,10.612078,4586,430000,Hunan (province),7.4293442,5.0533595,10.762261,7.5181999,3,4,22,2,2,17,1.0239224,1.0537629,1.0706329,6.4335542,1250451,3912263.8,.34999999,56.52,43.130001,.16,99.650002,-.16,156.5475,1684.7024,.91497761,25.0476,-269.55237,15.179626,.31962338
3713,430200,株洲市,2014,5.0015445,7.3645802,10.699068,4957,430000,Hunan (province),7.4544306,5.0596027,10.787291,7.541698,3,4,22,2,2,17,1.0246263,1.0540704,1.0698316,6.4705234,1260775,3929915.8,.30000001,55.709999,43.990002,-.050000001,99.699997,.050000001,157.52792,1727.5,.91643202,-7.8763962,86.375,15.184129,.32081476
3714,430200,株洲市,2015,5.0520654,7.4553022,10.78249,5328,430000,Hunan (province),7.5042048,5.0999351,10.827169,7.5906863,3,4,22,2,2,17,1.0253847,1.054495,1.0690908,6.4929461,1272166,3964102.5,.090000004,55.57,44.34,-.20999999,99.910004,.20999999,164.01126,1815.6608,.91715229,-34.442364,381.28876,15.19279,.32092157
3715,430200,株洲市,2016,5.1003699,7.5425787,10.862885,5699,430000,Hunan (province),7.5541897,5.1150188,10.873771,7.637826,3,4,22,2,2,17,1.0261694,1.0549892,1.0683963,6.5420074,1278061,3981653.3,.090000004,56.099998,43.810001,0,99.910004,0,166.50392,1908.7229,.91976589,0,0,15.197207,.32098752
3716,430200,株洲市,2017,5.1470838,7.6271253,10.940906,6070,430000,Hunan (province),7.6395469,5.082602,10.945246,7.7142286,3,4,22,2,2,17,1.0269582,1.0555145,1.0677366,6.6234136,1286761,4004800,.34,54.900002,44.75,.25,99.650002,-.25999999,161.19293,2078.8018,.92803872,40.298233,-540.48846,15.203004,.32130468
3717,430200,株洲市,2018,5.1928687,7.7096882,11.017234,6441,430000,Hunan (province),7.6850739,5.1125998,10.981564,7.758646,3,4,22,2,2,17,1.0277365,1.0560447,1.0671002,6.6616716,1293786,4020434,.28999999,53.279999,46.43,-.050000001,99.709999,.059999999,166.10164,2175.6306,.92906892,-8.3050823,130.53783,15.206901,.32180259
3718,430200,株洲市,2019,5.238225,7.7910428,11.092564,6812,430000,Hunan (province),7.7025356,5.1694288,11.01007,7.7789521,3,4,22,2,2,17,1.0285007,1.0565679,1.0664793,6.5639677,1297133,4034744.8,.090000004,51.439999,48.470001,-.2,99.910004,.2,175.81439,2213.9546,.9264304,-35.16288,442.79092,15.210454,.32149073
3719,430200,株洲市,2020,5.2834535,7.8719044,11.167497,7183,430000,Hunan (province),7.6745467,5.2322063,11.008795,7.7579288,3,4,22,2,2,17,1.0292521,1.0570796,1.0658705,6.6284404,1216698,4045393.8,,,,,,,187.20538,2152.8477,.91999954,,,15.213089,.30076134
3720,430300,湘潭市,2001,3.8589022,5.4780421,9.2645025,128,430000,Hunan (province),5.3667946,3.8322835,9.1678209,5.5620003,2,4,,1,2,,1.0159004,.9960075,1.013853,6.1816306,664592.88,2852599.5,.44,53.599998,45.919998,-.16,99.519997,.02,46.167843,214.17525,.82266539,-7.3868546,4.283505,14.863741,.23297799
3721,430300,湘潭市,2002,3.9321263,5.6134448,9.3892298,499,430000,Hunan (province),5.5090404,3.9033549,9.2923298,5.6919885,2,4,,1,2,,1.016812,.99731266,1.0135829,6.2755151,702173.44,2836800.5,.44999999,54.98,44.57,.0099999998,99.550003,.029999999,49.568466,246.91406,.83281153,.49568465,7.4074216,14.858188,.24752302
3722,430300,湘潭市,2003,4.0052838,5.7485695,9.5137157,870,430000,Hunan (province),5.7023406,3.9545434,9.4575109,5.8628912,2,4,,1,2,,1.0176897,.99854356,1.0133225,6.3605323,747234.75,2648093.3,.38,54.34,45.27,-.07,99.610001,.059999999,52.171864,299.56775,.85167474,-3.6520305,17.974064,14.789351,.2821784
3723,430300,湘潭市,2004,4.0782361,5.8828764,9.637476,1241,430000,Hunan (province),5.9160342,4.078732,9.6892128,6.0638046,2,4,,1,2,,1.018518,.99967778,1.0130705,6.4450917,779515.75,2674210.8,.31,54.18,45.5,-.07,99.68,.07,59.070522,370.93774,.86262935,-4.1349368,25.965643,14.799165,.29149377
3724,430300,湘潭市,2005,4.1507182,6.0157118,9.7598858,1612,430000,Hunan (province),6.0418077,4.1400185,9.7907639,6.1809616,2,4,,1,2,,1.0192899,1.0007076,1.0128231,6.4849324,783779.38,2689605.3,.12,56.130001,43.75,-.19,99.879997,.2,62.803982,420.65274,.87009388,-11.932756,84.130547,14.804905,.29141057
3725,430300,湘潭市,2006,4.222466,6.146503,9.8804502,1983,430000,Hunan (province),6.1334314,4.1913872,9.8623886,6.267447,2,4,,1,2,,1.0200249,1.0016599,1.0125785,6.5116048,829689.13,2696597,.11,60.970001,38.91,-.0099999998,99.879997,0,66.114441,461.01538,.87457657,-.66114438,0,14.807501,.30768007
3726,430300,湘潭市,2007,4.2931881,6.2747445,9.9987516,2354,430000,Hunan (province),6.3679018,4.2708836,10.090803,6.483747,2,4,,1,2,,1.0207579,1.0025839,1.0123391,6.5010605,841237.25,2713722.5,.11,63.220001,36.669998,0,99.889999,.0099999998,71.584854,582.83362,.89061302,0,5.8283362,14.813832,.30999383
3727,430300,湘潭市,2008,4.3625169,6.3998957,10.114327,2725,430000,Hunan (province),6.4591966,4.3507738,10.169799,6.5738006,2,4,,1,2,,1.0215172,1.0035197,1.0121109,6.5078268,846557.5,2730750.5,.14,57.080002,42.779999,.029999999,99.860001,-.029999999,77.538437,638.54779,.89171916,2.326153,-19.156433,14.820087,.31000909
3728,430300,湘潭市,2009,4.4300275,6.5216513,10.226944,3096,430000,Hunan (province),6.3939114,4.4286275,10.098872,6.5250416,2,4,,1,2,,1.0223495,1.0045348,1.0118966,6.5048084,854189.25,2748075,.039999999,55.029999,44.939999,-.1,99.970001,.11,83.816299,598.19177,.87710363,-8.3816299,65.801094,14.826411,.31083184
3729,430300,湘潭市,2010,4.495266,6.639853,10.336507,3467,430000,Hunan (province),6.6504426,4.532187,10.331717,6.7639866,2,4,,1,2,,1.0233064,1.0057055,1.0116949,6.4615316,862857.56,2730539.3,,57.73,42.27,,100,.029999999,92.961647,773.12646,.89266491,,23.193794,14.820009,.31600261
3730,430300,湘潭市,2011,4.557776,6.7540231,10.442601,3838,430000,Hunan (province),6.7967701,4.639379,10.465971,6.9061861,2,4,,1,2,,1.0243949,1.0070423,1.0115041,6.4716339,870296.63,2785187,,59.119999,40.880001,,100,0,103.48007,894.95203,.89635742,,0,14.839826,.31247333
3731,430300,湘潭市,2012,4.6171918,6.8637109,10.544802,4209,430000,Hunan (province),6.9112425,4.7267432,10.574306,7.0178828,2,4,,1,2,,1.0255997,1.0085241,1.0113207,6.5183892,1042758.1,2751719.5,.029999999,62.169998,37.799999,.029999999,99.970001,-.029999999,112.92719,1003.4933,.89884889,3.3878155,-30.104797,14.827737,.37894779
3732,430300,湘潭市,2013,4.6733532,6.9685717,10.64274,4580,430000,Hunan (province),7.16608,4.7755208,10.838118,7.2537045,2,4,,1,2,,1.026881,1.010097,1.0111442,6.5771728,1054219.1,2764768.8,.029999999,63.470001,36.5,0,99.970001,0,118.57205,1294.7592,.91610456,0,0,14.832467,.38130462
3733,430300,湘潭市,2014,4.7263732,7.0683808,10.736121,4951,430000,Hunan (province),7.2077031,4.7839794,10.880774,7.2925873,2,4,,1,2,,1.0281748,1.0116762,1.0109724,6.5928402,1063469,2777204.3,.62,43.560001,55.82,.58999997,99.379997,-.58999997,119.57926,1349.7885,.91861856,70.551758,-796.37512,14.836955,.38292789
3734,430300,湘潭市,2015,4.7766199,7.1634068,10.825141,5322,430000,Hunan (province),7.2457385,4.8250799,10.908146,7.3308725,2,4,,1,2,,1.0294408,1.0132086,1.0108025,6.6581974,1073988.9,2801350,.30000001,41.48,58.23,-.31999999,99.709999,.33000001,124.59643,1402.1169,.91838914,-39.870857,462.69861,14.845612,.38338262
3735,430300,湘潭市,2016,4.8246064,7.2542663,10.910354,5693,430000,Hunan (province),7.2894616,4.8386488,10.94847,7.3721685,2,4,,1,2,,1.0306537,1.0146626,1.010631,6.72293,1084020.6,2813754,.68000001,42.389999,56.93,.38,99.32,-.38999999,126.29858,1464.7819,.92062086,47.993462,-571.26489,14.85003,.38525778
3736,430300,湘潭市,2017,4.8709655,7.3417816,10.992522,6064,430000,Hunan (province),7.3555422,4.8094115,10.999512,7.431006,2,4,,1,2,,1.0318031,1.0160259,1.0104573,6.7874556,634633.81,2829212.3,.02,58.540001,41.450001,-.66000003,99.989998,.67000002,122.65942,1564.8452,.92731315,-80.955215,1048.4463,14.855509,.22431467
3737,430300,湘潭市,2018,4.9163661,7.4268637,11.072508,6435,430000,Hunan (province),7.407733,4.8347273,11.043337,7.4812675,2,4,,1,2,,1.0328927,1.0173044,1.0102807,6.8330889,641085.19,2840257.3,.029999999,52.310001,47.66,.0099999998,99.970001,-.02,125.80427,1648.6844,.92910391,1.2580427,-32.97369,14.859406,.22571377
3738,430300,湘潭市,2019,4.9613237,7.510457,11.151184,6806,430000,Hunan (province),7.3880377,4.8901124,11.032007,7.4670849,2,4,,1,2,,1.033936,1.0185168,1.0101035,6.7655334,654125.69,2850291.3,.02,46.150002,53.82,-.0099999998,99.970001,0,132.96852,1616.5309,.92399627,-1.3296852,0,14.862932,.22949433
3739,430300,湘潭市,2020,5.0061483,7.5934596,11.229355,7177,430000,Hunan (province),7.3570042,4.9530621,11.027257,7.4435129,2,4,,1,2,,1.0349531,1.0196885,1.0099277,6.7520199,737087.81,2858319.3,,,,,,,141.60791,1567.1346,.91712743,,,14.865745,.25787455
